Name,ISIN,Ticker,Morningstar Fair Value Status,Morningstar Rating Overall,Price/Fair Value,Morningstar Fair Value Per Share,Fair Value Uncertainty,Consider Buying,Consider Selling,Economic Moat,Business Risk Pillar,Moat Trend,Morningstar Credit Rating,Moat Source - Cost Advantage,Moat Source - Efficient Scale,Moat Source - Intangible Assets,Moat Source - Network Effect,Moat Source - Switch Cost,Quantitative Fair Value Estimate Base Currency,Quantitative Valuation,Quantitative Valuation Score,Quantitative Valuation Uncertainty,Quantitative Valuation Uncertainty Score,Quantitative Financial Health,Quantitative Financial Health Score,Quantitative Moat,Quantitative Moat Score,Payout Ratio TTM,Div Growth % 1 Yr (FY 1),Div Growth % 3 Yr (FY 1),Div Growth % 5 Yr (FY 1),Div Growth % 10 Yr (FY 1),Dividend Yield % TTM,Market Cap (mil) (Daily) Base Currency,Equity Style Box (Long),Daily Closing Price 2021-06-16 Base Currency,Return (Day to Day) 2021-05-17 to 2021-06-16 Base Currency,Price 52 Wk High Base Currency,Price 52 Wk Low Base Currency,Beta 3 Yr (Mo-End),Beta 5 Yr (Mo-End),EBT Margin % 1 Yr - FY1,ROIC (TTM),Rev Growth % 1 Yr (FY 1),Rev Growth % 3 Yr (FY 1),Rev Growth % 5 Yr (FY 1),FCF Growth % 1 Yr - FY1,FCF Growth % 3 Yr - FY1,CFO Growth % 3 Yr - FY1,Book Value per Share Growth % 3 Yr,Financial Health Grade,P/E Ratio (TTM) (Long),P/E Ratio 5 Yr Avg,PEG Ratio,Earnings Yield % TTM,Sector,Industry,GICS Sector,GICS Industry,GICS Sub-Industry,SecId,Company Id,Exchange Country,Ticker,ROIC % (TTM),ROIC % FY 1,ROIC % 1 Yr Year2008,ROIC % 1 Yr Year2009,ROIC % 1 Yr Year2010,ROIC % 1 Yr Year2011,ROIC % 1 Yr Year2012,ROIC % 1 Yr Year2013,ROIC % 1 Yr Year2014,ROIC % 1 Yr Year2015,ROIC % 1 Yr Year2016,ROIC % 1 Yr Year2017,Return on Equity TTM 2021-05,ROE % FY 1,ROE % FY 2,ROE % FY 3,ROE % FY 4,ROE % FY 5,ROE % FY 6,ROE % FY 7,ROE % FY 8,ROE % FY 9,ROE % FY 10,Probability of Default,Sustainalytics Rating Date,Sustainalytics Peer Group Name,Sustainalytics ESG Risk Classification,Sustainalytics ESG Risk Score,ESG Risk Rating Assessment,Notable Material ESG Issue 1,Notable Material ESG Issue 2,Notable Material ESG Issue 3,ESG Risk Exposure Score,ESG Risk Managed Score,Sustainalytics Environmental Risk Score,Sustainalytics Social Risk Score,Sustainalytics Governance Risk Score,Company Controversy Level Descriptor,Company Highest Controversy Level,Company Highest Controversy Topics,,,
Align Technology Inc,US0162551016,ALGN,Active,1,2.32,259.00,High,155.40,401.45,None,,Negative,,No,No,No,No,No,349.09,Overvalued,0.58,High,0.18,Moderate,0.59,None,0.32,0.00,,,,,,"47,450.29",Large Growth,599.60,5.37,647.20,251.11,1.61,1.69,23.38,14.24,22.39,30.62,25.87,,,,41.67,B,103.35,52.74,,0.95,Healthcare,Medical Devices,Health Care,,,0P0000008X,0C000009C7,United States,ALGN,14.24,32.37,41.10,-12.91,22.70,15.36,10.95,10.58,21.03,17.99,20.22,21.11,14.67,34.07,33.25,21.53,20.58,17.99,21.03,10.58,10.95,15.36,22.82,0.00,5/8/2021,Medical Supplies,Low,19.87,4,Product Governance,Business Ethics,Human Capital,27.70,7.83,2.78,9.93,7.16,Low,1,Yes,,,
DuPont de Nemours Inc,US26614N1028,DD,Active,3,0.87,92.00,Medium,64.40,124.20,Narrow,,Stable,,No,No,Yes,No,No,84.06,Fairly Valued,1.05,Medium,0.15,Moderate,0.63,Narrow,0.96,,-44.44,-38.97,-25.30,-3.97,1.50,"42,672.49",Large Value,80.19,-3.32,87.27,50.75,1.49,1.47,-14.20,7.71,-5.18,20.45,-16.00,,,,-25.98,C,,43.20,1.93,-2.88,Basic Materials,Specialty Chemicals,Materials,,,0P000001RP,0C00000B0E,United States,DD,7.71,-3.71,3.47,4.14,7.84,8.28,4.22,13.11,10.35,20.81,10.95,1.26,9.17,-7.42,0.73,3.93,1.81,16.71,36.66,16.48,22.17,4.72,13.13,0.00,5/8/2021,Specialty Chemicals,High,30.04,2,E&S Impact of Products and Services,Human Capital,"Emissions, Effluents and Waste",58.00,27.96,13.52,9.13,7.39,Significant,3,Yes,,,
eBay Inc,US2786421030,EBAY,Active,3,1.14,58.00,High,34.80,89.90,Narrow,,Negative,,No,No,No,Yes,No,59.62,Overvalued,0.90,Medium,0.10,Moderate,0.62,Narrow,0.99,0.17,14.29,,,,1.03,"45,024.58",Large Blend,66.09,8.91,67.42,45.36,1.10,1.14,33.30,25.80,18.93,1.14,3.63,-25.70,-8.10,-8.39,-12.69,B,16.06,13.79,1.27,5.73,Consumer Cyclical,Internet Retail,Consumer Discretionary,,,0P0000062O,0C00000B34,United States,EBAY,25.80,51.69,14.36,19.21,10.59,17.01,11.23,10.73,0.13,8.81,42.75,-5.05,98.42,176.24,39.03,35.31,-10.94,84.91,13.03,0.21,12.83,13.45,19.43,0.00,5/8/2021,Internet Software and Services,Low,16.71,4,Data Privacy and Security,Business Ethics,Product Governance,36.55,19.84,0.93,9.33,6.45,Moderate,2,Yes,,,
Centene Corp,US15135B1017,CNC,Active,4,0.80,91.00,High,54.60,141.05,Narrow,,Stable,,Yes,No,No,No,Yes,80.81,Undervalued,1.11,High,0.17,Moderate,0.60,Narrow,0.96,0.00,,,,,,"42,318.20",Large Value,72.62,4.94,75.25,53.60,0.45,0.47,2.50,6.90,48.87,31.94,37.32,515.41,63.15,54.61,30.93,C,17.40,22.13,1.20,5.82,Healthcare,Healthcare Plans,Health Care,,,0P0000015E,0C0000078O,United States,CNC,6.90,6.41,13.51,11.25,10.41,10.28,1.03,10.68,12.98,12.69,9.94,9.14,9.87,9.44,11.26,10.13,12.99,13.96,18.20,18.20,15.09,0.21,12.86,0.00,5/8/2021,Managed Health Care,Medium,22.38,3,Product Governance,Data Privacy and Security,Access to Basic Services,36.05,13.29,0.14,15.92,6.71,Moderate,2,Yes,,,
Aptiv PLC,JE00B783TY65,APTV,Active,2,1.50,103.00,High,61.80,159.65,Narrow,,Stable,,Yes,No,Yes,No,Yes,123.40,Overvalued,0.80,Medium,0.15,Moderate,0.65,Narrow,0.98,0.00,-75.00,-42.55,-26.13,,,"41,751.33",Large Blend,154.37,10.91,160.14,73.36,2.15,2.13,14.95,5.08,-8.99,0.47,3.76,-0.72,2.41,-1.26,33.12,B,97.05,18.71,1.68,1.00,Consumer Cyclical,Auto Parts,Consumer Discretionary,,,0P0000UNII,0C00008SBV,United States,APTV,5.08,18.28,,,11.38,20.93,27.37,26.06,28.38,27.69,21.94,21.20,7.30,30.18,27.21,31.58,47.54,54.05,60.92,49.84,46.12,53.41,31.25,0.00,5/8/2021,Auto Parts,Low,13.47,4,Human Capital,Carbon - Products and Services,Product Governance,35.85,22.38,3.73,4.60,5.15,Low,1,Yes,,,
Electronic Arts Inc,US2855121099,EA,Active,3,1.06,134.00,High,80.40,207.70,Narrow,,Stable,,No,No,Yes,No,No,129.70,Overvalued,0.91,Medium,0.13,Strong,0.83,Wide,0.99,0.12,,,,,0.36,"40,810.86",Large Blend,142.60,2.99,150.30,110.15,0.85,0.89,,9.31,11.86,4.55,4.17,,,,22.22,A,49.80,26.01,3.10,2.01,Communication Services,Electronic Gaming & Multimedia,Communication Services,,,0P000001W8,0C000007DR,United States,EA,9.31,38.62,-10.85,-29.95,-23.09,-10.73,2.73,3.92,0.83,26.53,25.24,20.84,10.94,47.51,20.53,24.10,25.94,35.95,32.06,0.34,4.15,3.03,-10.43,0.00,5/8/2021,Entertainment Software,Low,12.70,4,Data Privacy and Security,Human Capital,Business Ethics,25.75,13.05,0.13,7.25,5.32,Moderate,2,Yes,,,
IHS Markit Ltd,BMG475671050,INFO,Active,3,1.06,102.00,Medium,71.40,137.70,Wide,,Positive,,No,No,Yes,No,Yes,93.70,Overvalued,0.86,Medium,0.11,Strong,0.70,Wide,1.00,0.53,,,,,0.68,"45,984.72",Large Blend,108.52,3.39,110.53,70.77,1.03,0.98,20.60,5.33,-2.87,6.00,14.44,-11.22,7.20,5.80,2.37,A,78.59,55.44,2.97,1.23,Industrials,Consulting Services,Industrials,,,0P000002S2,0C00000BEK,United States,INFO,5.33,8.07,11.37,13.56,10.77,7.88,7.23,5.07,5.89,7.12,2.84,4.64,6.27,10.28,6.12,6.77,5.18,2.97,11.02,9.57,7.55,10.65,10.58,0.00,5/8/2021,Research and Consulting,Medium,23.55,3,Product Governance,Business Ethics,Human Capital,34.70,11.15,0.05,15.92,7.59,Low,1,Yes,,,
Synopsys Inc,US8716071076,SNPS,Active,3,1.08,242.00,High,145.20,375.10,Narrow,,Stable,,No,No,Yes,No,Yes,222.52,Overvalued,0.85,Medium,0.15,Strong,0.72,Wide,0.99,0.00,,,,,,"39,884.61",Large Growth,261.41,9.06,300.91,184.22,1.01,1.03,17.32,14.95,9.66,10.59,10.45,39.19,14.21,16.16,13.88,A,49.39,72.11,2.67,1.97,Technology,Software - Infrastructure,Information Technology,,,0P00000591,0C00000CHW,United States,SNPS,14.95,13.59,12.82,9.94,11.84,10.48,7.50,8.96,8.62,7.03,7.92,3.93,17.25,14.78,14.08,12.81,4.22,8.43,7.30,8.87,9.37,7.93,10.54,0.00,5/8/2021,Enterprise and Infrastructure Software,Low,14.35,4,Human Capital,Data Privacy and Security,Business Ethics,28.45,14.10,1.10,9.07,4.19,None,0,,,,
Alexion Pharmaceuticals Inc,US0153511094,ALXN,Active,3,1.03,175.00,High,105.00,271.25,Narrow,,Negative,,No,No,Yes,No,No,164.15,Overvalued,0.91,Medium,0.11,Moderate,0.68,Narrow,0.97,0.00,,,,,,"39,905.02",Large Blend,180.55,4.07,183.05,99.91,1.39,1.28,9.37,5.05,21.61,19.57,18.44,51.30,56.31,39.11,9.89,B,57.32,105.35,1.16,1.71,Healthcare,Biotechnology,Health Care,,,0P0000008S,0C000009C2,United States,ALXN,5.05,4.80,9.53,54.12,12.47,17.64,15.25,11.00,22.00,2.26,3.92,4.34,5.64,5.26,23.53,0.86,5.04,4.71,2.50,23.12,11.62,16.41,17.58,0.00,5/8/2021,Biotechnology,Low,18.74,4,Product Governance,Access to Basic Services,Business Ethics,32.40,13.82,0.12,11.99,6.47,Low,1,Yes,,,
Chipotle Mexican Grill Inc,US1696561059,CMG,Active,3,1.15,"1,200.00",High,720.00,"1,860.00",Wide,,Negative,,No,No,Yes,No,No,"1,010.29",Overvalued,0.73,High,0.19,Moderate,0.69,Wide,1.00,0.00,,,,,,"38,942.81",Large Growth,"1,383.38",2.00,"1,579.52","1,002.60",1.35,1.35,4.91,8.16,7.13,10.16,5.86,-25.08,4.93,12.34,14.01,A,96.14,105.87,1.68,1.03,Consumer Cyclical,Restaurants,Consumer Discretionary,,,0P0000068U,0C00000E2B,United States,CMG,8.16,7.27,12.79,18.97,23.63,23.08,24.28,23.52,25.09,22.97,1.30,12.74,21.57,19.21,22.41,12.58,12.74,1.30,22.97,25.09,23.52,24.28,23.17,0.00,5/8/2021,Restaurants,Medium,24.64,3,Product Governance,E&S Impact of Products and Services,Human Capital,38.30,14.12,3.62,14.78,5.77,Significant,3,Yes,,,
DexCom Inc,US2521311074,DXCM,Active,2,1.54,263.00,High,157.80,407.65,None,,Negative,,No,No,No,No,No,271.95,Overvalued,0.67,Medium,0.14,Moderate,0.67,None,0.65,0.00,,,,,,"39,045.00",Large Growth,403.75,21.16,456.23,305.63,0.89,0.75,11.68,19.13,30.54,38.93,36.81,105.65,119.93,72.91,57.98,B,70.23,225.37,11.74,1.30,Healthcare,Diagnostics & Research,Health Care,,,0P000001P6,0C00000AXT,United States,DXCM,19.13,19.05,,,-244.70,-54.14,-55.65,-33.05,-18.57,-31.34,-25.15,-8.91,36.23,36.44,13.08,-23.48,-14.28,-25.98,-31.88,-19.97,-37.00,-60.06,-54.02,0.00,5/8/2021,Medical Devices,Medium,27.18,3,Product Governance,Human Capital,Business Ethics,51.30,24.12,5.94,13.04,8.20,Moderate,2,Yes,,,
Carrier Global Corp,US14448C1045,CARR,Active,2,1.27,37.00,High,22.20,57.35,Narrow,,Stable,,No,No,Yes,No,Yes,40.93,Overvalued,0.87,Medium,0.11,Moderate,0.63,Wide,0.99,0.11,,,,,0.85,"40,764.72",Large Blend,46.91,7.49,47.13,20.59,,,16.36,16.06,-6.19,-0.67,,-24.18,-8.00,-6.92,,B,17.87,,1.74,5.48,Industrials,Building Products & Equipment,Industrials,,,0P0001JG3P,0C0000BSH2,United States,CARR,16.06,13.42,,,,,,,,,,,49.42,19.48,15.10,19.65,,,,,,,,0.00,5/8/2021,Building Products,Low,17.02,4,E&S Impact of Products and Services,Carbon - Own Operations,Business Ethics,35.75,18.90,8.50,2.68,5.66,Low,1,Yes,,,
O'Reilly Automotive Inc,US67103H1077,ORLY,Active,2,1.20,444.00,Medium,310.80,599.40,Narrow,,Positive,,Yes,No,Yes,No,No,454.08,Overvalued,0.85,Low,0.09,Strong,0.71,Wide,0.99,0.00,,,,,,"37,286.21",Large Blend,534.48,-3.41,568.63,409.17,1.02,1.09,19.53,32.49,14.33,8.93,7.81,119.45,36.23,26.43,-36.62,A,20.10,23.13,1.53,4.98,Consumer Cyclical,Specialty Retail,Consumer Discretionary,,,0P0000040D,0C00000C1A,United States,ORLY,32.49,29.85,8.51,10.31,12.55,14.53,17.80,21.32,23.95,28.59,31.46,33.46,"3,835.34",651.90,370.45,263.13,99.45,57.84,46.80,39.06,32.90,23.65,16.77,0.00,5/8/2021,Automotive Retail,Low,12.51,4,Product Governance,Human Capital,Data Privacy and Security,18.50,5.99,0.12,8.37,4.03,Low,1,Yes,,,
TransDigm Group Inc,US8936411003,TDG,Active,2,1.18,564.00,High,338.40,874.20,Wide,,Stable,,No,No,Yes,No,Yes,561.66,Overvalued,0.84,Low,0.10,Moderate,0.57,Wide,1.00,0.00,,,,,,"36,515.35",Mid Blend,665.22,11.35,679.47,405.01,1.66,1.63,14.50,,-2.30,13.35,13.52,21.36,15.57,15.43,,B,209.98,32.54,2.31,0.46,Industrials,Aerospace & Defense,Industrials,,,0P00001QRV,0C00000IOQ,United States,TDG,,,6.90,7.78,9.09,9.24,10.53,6.14,,,,,,,,,,,,,29.81,31.70,24.12,0.00,5/8/2021,Aerospace and Defence,High,39.54,2,Product Governance,Carbon - Products and Services,Bribery and Corruption,52.70,13.16,11.21,19.84,8.49,Moderate,2,Yes,,,
Cadence Design Systems Inc,US1273871087,CDNS,Active,2,1.21,106.00,High,63.60,164.30,Narrow,,Stable,,No,No,Yes,No,Yes,100.89,Overvalued,0.79,Low,0.09,Moderate,0.69,Wide,0.99,0.00,,,,,,"35,673.57",Mid Growth,128.20,3.15,149.08,90.05,0.91,1.00,23.58,24.94,14.83,11.35,9.53,23.68,25.20,24.34,36.63,A,54.27,41.01,4.18,1.83,Technology,Software - Application,Information Technology,,,0P00000100,0C0000072W,United States,CDNS,24.94,22.10,-116.37,-21.65,19.73,12.48,44.65,13.19,9.72,16.26,13.78,13.84,27.82,25.70,58.32,30.36,23.58,19.18,18.63,12.76,15.86,66.34,21.00,0.00,5/8/2021,Enterprise and Infrastructure Software,Low,12.89,4,Human Capital,Data Privacy and Security,Business Ethics,30.85,13.81,1.16,10.48,5.40,None,0,,,,
Hilton Worldwide Holdings Inc,US43300A2033,HLT,Active,2,1.27,100.00,Medium,70.00,135.00,Narrow,,Positive,,No,No,Yes,No,Yes,108.54,Overvalued,0.86,Medium,0.12,Moderate,0.59,Narrow,0.99,0.00,-75.00,-37.00,-18.61,,,"35,354.29",Mid Growth,126.93,2.69,132.69,69.83,1.32,1.31,-21.45,,-54.43,-19.09,-9.60,-47.75,-4.89,-5.87,,B,,66.74,0.36,-2.39,Consumer Cyclical,Lodging,Consumer Discretionary,,,0P00011FOE,0C0000AD58,United States,HLT,,,,,,3.56,3.78,4.62,6.37,9.92,3.72,12.45,,,"2,553.62",68.24,28.58,5.69,26.15,14.77,12.46,16.89,13.54,0.00,5/8/2021,"Travel, Lodging and Amusement",Low,19.60,4,Human Capital,Carbon - Own Operations,Resource Use,42.55,22.95,7.94,8.13,3.54,Moderate,2,Yes,,,
SBA Communications Corp,US78410G1040,SBAC,Active,1,1.63,195.00,High,117.00,302.25,Narrow,,Stable,,No,Yes,No,No,Yes,228.25,Overvalued,0.72,High,0.20,Moderate,0.64,Narrow,0.99,1.59,151.35,,,,0.66,"34,693.96",Mid Growth,317.29,10.15,328.37,232.88,0.15,0.20,-0.85,,3.40,6.44,4.92,22.27,14.10,11.22,,B,240.42,305.23,,0.39,Real Estate,REIT - Specialty,Real Estate,,,0P000004R6,0C000008X9,United States,SBAC,,,0.70,-0.79,-1.88,0.60,-0.18,3.82,,,,,,,,,,,,,-11.07,-56.43,-82.71,0.00,5/8/2021,REITs,Low,14.74,4,Product Governance,ESG Integration - Financials,Human Capital,24.35,9.61,3.41,5.98,5.35,None,0,,,,
Monster Beverage Corp,US61174X1090,MNST,Active,2,1.20,76.00,Medium,53.20,102.60,Narrow,,Stable,,No,No,Yes,No,No,73.05,Overvalued,0.80,Medium,0.11,Strong,0.82,Wide,0.99,0.00,,,,,,"48,374.01",Large Growth,91.52,-0.67,99.24,67.37,1.12,1.10,35.36,30.99,9.47,10.93,11.05,29.25,13.18,11.36,12.42,A,34.79,38.27,3.55,2.96,Consumer Defensive,Beverages - Non-Alcoholic,Consumer Staples,,,0P000002L4,0C00000B73,United States,MNST,30.99,30.21,23.61,40.83,29.99,31.67,41.89,41.38,38.54,17.29,17.51,22.72,30.99,30.21,28.47,26.46,22.72,17.51,17.29,38.54,41.38,41.89,31.67,0.00,5/8/2021,Soft Drinks,Medium,28.58,3,E&S Impact of Products and Services,Resource Use - Supply Chain,Product Governance,39.65,11.07,12.43,10.72,5.43,Moderate,2,Yes,,,
Otis Worldwide Corp,US68902V1070,OTIS,Active,2,1.19,68.00,Low,54.40,85.00,Wide,,Stable,,Yes,No,Yes,No,No,66.20,Overvalued,0.82,Low,0.09,Strong,0.70,Wide,1.00,0.33,,,,,1.04,"34,601.83",Mid Blend,80.63,2.54,81.56,54.44,,,11.85,,-2.76,1.16,,-2.04,-0.51,0.69,,B,32.50,,3.35,2.99,Industrials,Specialty Industrial Machinery,Industrials,,,0P0001JG3Q,0C0000BSH3,United States,OTIS,,,,,,,,,,,,,,,68.28,66.86,,,,,,,,0.00,5/8/2021,Industrial Machinery,Medium,29.38,3,Product Governance,Human Capital,Business Ethics,46.35,16.97,7.99,14.98,6.41,Low,1,Yes,,,
Zimmer Biomet Holdings Inc,US98956P1021,ZBH,Active,4,0.82,192.00,Medium,134.40,259.20,Wide,Good,Stable,,No,No,Yes,No,Yes,157.98,Fairly Valued,1.00,Medium,0.13,Moderate,0.65,Wide,1.00,0.35,0.00,0.00,1.76,,0.61,"32,946.43",Mid Blend,158.03,-5.52,180.36,112.00,1.33,1.35,-3.91,3.33,-12.00,-3.44,3.21,-8.00,-8.67,-8.69,0.47,B,61.66,130.39,1.59,1.73,Healthcare,Medical Devices,Health Care,,,0P0000061X,0C000009SE,United States,ZBH,3.33,0.08,14.55,11.14,9.30,11.17,10.76,10.61,9.55,2.81,2.69,9.40,4.67,-1.13,9.57,-3.30,16.95,3.13,1.79,11.21,12.84,13.28,13.49,0.00,5/8/2021,Medical Devices,High,34.07,2,Product Governance,Business Ethics,Human Capital,49.75,15.59,4.79,18.90,10.47,Moderate,2,Yes,,,
First Republic Bank,US33616C1009,FRC,,,,,,,,Narrow,,,,,,,,,206.60,Undervalued,1.11,High,0.27,Strong,0.91,Wide,0.99,0.13,5.33,5.65,6.01,,0.44,"32,900.64",Mid Blend,186.61,-1.14,197.38,100.38,1.18,1.11,34.62,,18.42,14.71,16.33,-50.35,-23.22,-19.33,11.55,C,29.91,21.68,,3.43,Financial Services,Banks - Regional,Financials,,,0P0000RWCF,0C000007OE,United States,FRC,,,,,,,,,,,,,11.15,10.63,10.72,10.93,11.11,11.54,10.77,12.05,13.66,13.63,15.22,0.03,5/8/2021,Regional Banks,Medium,25.26,3,Product Governance,ESG Integration - Financials,Data Privacy and Security,39.45,14.19,1.88,11.64,11.74,Low,1,Yes,,,
Corteva Inc,US22052L1044,CTVA,Active,3,0.97,45.00,High,27.00,69.75,Wide,,Stable,,No,No,Yes,No,No,43.08,Fairly Valued,0.99,Low,0.08,Moderate,0.68,Wide,1.00,0.36,100.00,,,,1.19,"32,211.31",Mid Blend,43.70,-5.66,49.98,24.83,,,4.75,3.75,2.68,-0.05,,,,,,B,31.82,,1.47,3.27,Basic Materials,Agricultural Inputs,Materials,,,0P0001HGOO,0C0000BMKS,United States,CTVA,3.75,2.67,,,,,,,,,,,4.45,2.77,-1.94,-6.78,,,,,,,,0.00,5/8/2021,Agricultural Chemicals,,,#N/A,,,,61.10,12.75,21.73,17.37,9.24,Significant,3,Yes,,,
Mettler-Toledo International Inc,US5926881054,MTD,Active,1,2.01,670.00,Medium,469.00,904.50,Narrow,,Stable,,No,No,Yes,No,Yes,801.47,Overvalued,0.59,High,0.17,Strong,0.72,Wide,0.99,0.00,,,,,,"31,411.86",Mid Growth,"1,349.92",5.91,"1,367.89",763.98,0.94,1.02,24.27,37.09,2.54,4.22,5.19,24.91,17.58,11.96,-17.47,A,47.83,35.99,3.04,2.01,Healthcare,Diagnostics & Research,Health Care,,,0P000003LU,0C000008DG,United States,MTD,37.09,38.08,22.96,19.56,20.13,20.98,24.63,25.22,28.33,31.92,32.47,27.83,257.07,171.37,111.02,90.14,76.56,75.71,54.28,40.88,34.74,36.17,34.71,0.00,5/8/2021,Laboratory Equipment and Services,Low,13.06,4,Product Governance,Human Capital,Business Ethics,29.30,16.24,0.58,7.18,5.30,Low,1,Yes,,,
Fortinet Inc,US34959E1091,FTNT,Active,2,1.24,185.00,High,111.00,286.75,Narrow,,Stable,,No,No,No,No,Yes,181.93,Overvalued,0.79,Medium,0.11,Strong,0.74,Wide,0.99,0.00,,,,,,"37,607.16",Mid Growth,230.27,11.86,232.58,106.75,1.15,1.11,20.88,28.13,19.94,20.17,20.78,33.81,27.78,22.16,14.48,B,74.08,309.00,3.67,1.28,Technology,Software - Infrastructure,Information Technology,,,0P0000L1GP,0C00003GZS,United States,FTNT,28.13,42.99,,274.84,21.30,20.34,14.64,7.44,3.46,0.67,3.36,3.27,64.74,44.44,28.20,41.87,4.40,4.04,1.12,4.02,8.07,15.38,21.15,0.00,5/8/2021,Enterprise and Infrastructure Software,Low,19.53,4,Data Privacy and Security,Human Capital,Business Ethics,31.00,9.52,1.36,13.93,6.19,Moderate,2,Yes,,,
AutoZone Inc,US0533321024,AZO,Active,3,1.06,"1,310.00",Medium,917.00,"1,768.50",Narrow,,Positive,,Yes,No,Yes,No,No,"1,219.67",Overvalued,0.88,Medium,0.12,Moderate,0.67,Wide,0.99,0.00,,,,,,"29,957.33",Mid Blend,"1,390.47",-8.98,"1,542.30","1,081.54",0.85,0.95,17.55,,6.48,5.07,4.40,38.59,30.55,20.09,,B,17.85,17.02,1.14,6.52,Consumer Cyclical,Specialty Retail,Consumer Discretionary,,,0P000000LK,0C00000AI9,United States,AZO,,,29.72,,,,,,,,,,,,,,,,,,,,,0.00,5/8/2021,Automotive Retail,Low,12.07,4,Product Governance,Human Capital,Data Privacy and Security,18.50,6.43,0.09,8.12,3.85,Moderate,2,Yes,,,
CBRE Group Inc,US12504L1098,CBRE,Active,2,1.20,73.00,High,43.80,113.15,Narrow,,Stable,,No,No,Yes,No,Yes,74.49,Overvalued,0.85,Low,0.09,Moderate,0.63,Narrow,0.95,0.00,,,,,,"29,467.36",Mid Blend,87.79,1.70,90.21,41.03,1.47,1.50,4.07,8.34,-0.28,8.55,17.03,68.22,29.73,26.97,20.28,B,35.25,18.10,1.23,2.84,Real Estate,Real Estate Services,Real Estate,,,0P000000XJ,0C0000077G,United States,CBRE,8.34,7.53,-30.10,4.87,9.04,8.09,8.35,8.22,12.32,10.52,9.50,11.17,12.66,11.30,22.96,23.49,19.56,20.01,22.01,23.32,18.43,23.46,23.22,0.00,5/8/2021,Real Estate Services,Negligible,7.33,5,Human Capital,ESG Integration - Financials,,16.15,7.48,2.34,2.75,3.58,Low,1,Yes,,,
SVB Financial Group,US78486Q1013,SIVB,,,,,,,,None,,,,,,,,,622.34,Undervalued,1.10,High,0.32,Strong,0.86,Narrow,0.96,0.00,,,,,,"30,799.94",Mid Blend,567.06,-1.96,608.84,199.70,2.14,2.07,44.44,,20.26,26.46,22.01,23.61,31.59,30.74,24.28,D,19.21,17.78,,5.35,Financial Services,Banks - Regional,Financials,,,0P000004SH,0C00000CH0,United States,SIVB,,,,,,,,,,,,,20.52,17.01,20.22,20.95,12.54,11.19,11.44,11.04,11.30,10.30,12.09,0.29,5/8/2021,Diversified Banks,Medium,29.13,3,Product Governance,Data Privacy and Security,Business Ethics,42.25,13.12,2.11,12.92,14.11,None,0,,,,
Ansys Inc,US03662Q1058,ANSS,Active,1,1.40,237.00,Medium,165.90,319.95,Wide,,Stable,,No,No,Yes,Yes,Yes,251.69,Overvalued,0.76,High,0.17,Moderate,0.69,Wide,1.00,0.00,,,,,,"28,948.27",Mid Growth,332.16,1.74,413.19,277.13,1.21,1.21,29.38,10.56,10.91,15.36,12.27,12.52,7.81,8.57,21.07,A,64.25,44.99,4.01,1.58,Technology,Software - Application,Information Technology,,,0P000000GC,0C00000ACL,United States,ANSS,10.56,9.77,10.56,8.15,9.60,10.13,10.62,11.97,11.63,11.36,11.93,11.44,12.43,11.49,14.79,17.13,11.64,12.07,11.45,11.70,12.04,11.01,11.00,0.00,5/8/2021,Enterprise and Infrastructure Software,Low,15.12,4,Data Privacy and Security,Human Capital,Business Ethics,28.25,13.31,1.13,8.96,4.84,None,0,,,,
Verisk Analytics Inc,US92345Y1064,VRSK,,,,,,,,Wide,,,,,,,,,135.26,Overvalued,0.79,Medium,0.14,Moderate,0.69,Wide,1.00,0.26,8.00,,,,0.66,"27,701.39",Mid Blend,170.90,-2.18,210.66,159.79,0.80,0.78,32.23,14.09,6.81,9.09,9.60,11.08,13.62,12.84,12.38,A,40.19,37.71,,2.52,Industrials,Consulting Services,Industrials,,,0P0000L2D9,0C00003JBA,United States,VRSK,14.09,13.84,,,,,27.54,22.41,25.58,19.27,16.37,15.05,29.34,28.74,20.77,29.97,34.08,43.72,64.13,105.45,86.75,419.02,,0.00,5/8/2021,Research and Consulting,Medium,21.24,3,Product Governance,Human Capital,Data Privacy and Security,34.40,13.16,0.11,14.68,6.46,Low,1,Yes,,,
Keysight Technologies Inc,US49338L1035,KEYS,,,,,,,,,,,,,,,,,121.90,Overvalued,0.82,Medium,0.12,Strong,0.74,Wide,0.99,0.00,,,,,,"27,431.25",Mid Blend,148.90,6.47,155.50,90.62,0.95,0.92,18.03,15.41,-1.91,9.80,8.13,2.39,52.00,45.77,12.67,A,35.68,45.36,,2.68,Technology,Scientific & Technical Instruments,Information Technology,,,0P00014HI6,0C0000AR7P,United States,KEYS,15.41,13.49,,,,,64.44,35.84,18.73,25.30,15.00,4.18,19.09,19.90,22.84,6.96,5.34,23.80,49.54,38.93,35.84,64.44,,0.00,5/8/2021,Electronics Equipment,Negligible,9.33,5,Carbon - Own Operations,Human Capital,Business Ethics,22.15,12.82,1.92,2.39,5.03,Low,1,Yes,,,
